 ,Mean1,Mean2,Mean3,Mean4
1,114,95,133,86
2,98,88,183,101
3,117,73,153,92
4,107,81,151,85
5,124,81,153,94
6,124,82,159,76
7,116,75,163,75
8,112,58,180,90
9,121,82,130,89
10,94,91,154,81
11,112,90,148,103
12,121,92,172,92
13,119,77,148,77
14,122,87,154,93
15,112,74,164,83
16,122,77,164,87
17,98,88,166,94
18,129,87,167,103
19,109,96,177,87
20,116,75,166,110
21,103,87,183,90
22,108,89,153,105
23,86,79,168,82
24,110,72,188,97
25,98,76,162,82
26,94,81,166,75
27,108,95,162,79
28,119,75,160,97
29,98,79,168,95
30,110,94,154,81
31,133,76,181,92
32,108,82,130,86
33,109,87,151,96
34,129,81,192,97
35,121,73,165,79
36,107,81,147,88
37,92,89,178,86
38,117,98,150,81
39,124,73,149,92
40,102,76,184,89
41,100,91,160,94
42,96,109,158,77
43,100,78,198,75
44,129,96,158,103
45,89,82,178,102
46,132,74,151,90
47,100,81,163,94
48,112,77,167,77
49,102,76,133,89
50,113,85,179,100
51,113,78,154,100
52,93,87,132,103
53,111,70,175,89
54,105,76,127,92
55,111,70,172,86
56,112,96,151,77
57,120,85,179,88
58,125,87,164,87
59,122,75,151,85
60,116,77,174,83
61,111,86,140,95
62,103,80,171,103
63,108,86,194,79
64,92,79,168,111
65,111,86,162,95
66,121,63,156,82
67,112,90,158,93
68,116,74,129,87
69,119,77,158,83
70,105,82,162,82
71,121,82,156,89
72,94,81,160,72
73,116,85,144,78
74,110,94,179,72
75,104,88,173,88
76,119,92,158,89
77,111,81,170,91
78,104,85,189,88
79,92,86,149,108
80,103,83,180,83
81,98,102,159,95
82,106,80,164,90
83,107,88,153,94
84,96,87,145,93
85,111,76,159,95
86,105,86,146,86
87,112,96,171,83
88,103,87,154,83
89,112,90,161,106
90,117,86,172,95
91,110,78,170,91
92,117,87,147,83
93,102,76,159,86
94,119,94,144,85
95,107,85,151,75
96,98,78,186,88
97,112,87,135,87
98,111,91,156,88
99,121,76,165,76
100,100,81,163,94
101,96,83,161,90
102,117,66,172,76
103,98,76,162,82
104,103,77,145,96
105,96,87,158,77
106,113,85,132,81
107,94,78,163,68
108,102,76,178,92
109,96,77,171,87
110,113,79,156,89
111,98,92,162,86
112,130,89,175,89
113,92,73,172,89
114,106,71,190,77
115,121,95,168,82
116,124,76,168,102
117,106,71,171,106
118,109,96,183,103
119,103,80,171,77
120,110,75,166,94
121,86,92,150,73
122,119,93,167,77
123,104,85,160,88
124,111,82,156,79
125,116,75,160,81
126,124,71,147,71
127,112,83,148,109
128,106,87,151,77
129,109,71,174,74
130,100,78,173,88
131,129,81,160,78
132,119,83,145,112
133,107,88,192,100
134,109,80,180,93
135,120,78,166,98
136,111,92,133,66
137,113,81,163,85
138,107,85,160,78
139,112,83,174,83
140,98,76,153,102
141,116,77,158,83
142,102,73,159,98
143,103,90,158,77
144,113,82,190,82
145,119,74,164,77
146,105,89,156,92
147,102,79,159,89
148,109,74,148,87
149,109,79,175,89
150,107,85,150,85
