 ,Mean1,Mean2,Mean3,Mean4
1,79,53,120,55
2,66,58,115,57
3,72,60,124,60
4,70,56,106,61
5,72,59,108,54
6,70,62,109,56
7,68,51,120,55
8,69,57,113,50
9,72,50,105,57
10,73,53,110,57
11,80,52,120,56
12,71,56,119,63
13,76,54,119,60
14,67,60,108,52
15,69,59,119,56
16,75,54,113,52
17,82,58,122,52
18,76,54,117,59
19,73,52,109,54
20,76,52,109,55
21,69,53,123,55
22,75,59,110,62
23,68,55,116,61
24,77,64,124,58
25,70,54,117,60
26,71,52,115,60
27,77,57,115,58
28,76,56,117,56
29,72,56,124,55
30,71,53,117,54
31,78,57,120,56
32,77,55,117,57
33,70,58,113,58
34,79,60,120,57
35,66,55,112,50
36,72,64,106,60
37,78,64,112,58
38,78,61,116,58
39,75,56,115,63
40,70,59,112,50
41,79,56,116,62
42,76,62,119,59
43,79,59,115,56
44,80,57,115,54
45,80,56,108,56
46,78,60,109,58
47,70,58,109,56
48,67,55,115,55
49,70,50,109,57
50,67,60,101,61
51,69,65,126,62
52,73,61,108,59
53,72,56,117,53
54,71,56,108,62
55,68,59,123,56
56,82,57,110,55
57,77,54,98,54
58,73,57,105,65
59,79,55,112,52
60,75,57,116,56
61,65,60,119,61
62,72,59,105,53
63,72,53,120,60
64,68,64,123,63
65,76,58,109,50
66,75,51,117,56
